7
2
-5 -5 -4.7 -5 -5 -5 -5
-5 -5 -5 -3.6 -5 -5 -5
-5 -5 -5 -5 -2.9 -5 -5
-5 -5 -5 -5 -5 -1.2 -5
-5 -5 -5 -5 -5 -5 -1.4
-5 -5 -5 -5 -5 -5 -2.6
-5 -5 -5 -5 -5 -5 -4.1
-5 -5 -5 -5 -5 -5 -3.2
-5 -5 -5 -5 -5 -5 -1.9
-5 -5 -5 -5 -5 -5 -0.6
-5 -5 -5 -5 -5 -5 -2.3
-5 -5 -5 -5 -5 -5 -1.5
-5 -5 -5 -5 -5 -5 0
-5 -5 -5 -5 -5 -5 0
0.0 0.0 1.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 1.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 1.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 1.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
0.0 0.0 0.0 0.0 0.0 0.0 1.0
1
0 1 2 3 4 5
6
